State,city,restaurant_name,Location,cuisine_type,Dish Name,cost,rating,rating_count,order_id,latitude,longitude,distance_km,traffic_level,food_preparation_time,delivery_time,total_time,expected_time,delivery_delay,delay_category,order_hour,time_of_day,peak_hour_flag,day_of_the_week,sentiment_score,sentiment
Manipur,Imphal,Kfc,Thangal Bazaar,Sides And Dips,French Fries - Large,155.68,4.4,483,1000108,12.9072,77.64562,13.64,Jam,33,104,137,91,46,Heavily Delayed,15,Afternoon,0,Weekend,0.8500000000000001,Positive
Telangana,Hyderabad,The Fisherman'S Wharf,Gachibowli,Soups,Manchow Soup Veg,280.0,2.0,9,1000109,12.869245,77.587524,14.58,Jam,11,125,136,72,64,Heavily Delayed,10,Morning,0,Weekday,0.25,Negative
Maharashtra,Mumbai,Pizza Hut,Nerul,Pasta,Cosy Comfort White Sauce Chicken Pasta,209.0,2.8,3,1000110,12.922438,77.729887,6.01,High,40,44,84,68,16,Heavily Delayed,16,Evening,0,Weekday,0.44999999999999996,Negative
West Bengal,Kolkata,Chandimata Mistanna Bhander,Behala,Mukho Misti,Bhujia,70.0,3.4,5,1000111,12.890305,77.699224,2.57,High,35,30,65,50,15,Slightly Delayed,23,Night,0,Weekend,0.6,Neutral
Tripura,Agartala,Kfc,Jay Nagar,Rolls,Double Chicken Roll,169.0,4.1,135,1000112,13.082424,77.599795,4.12,Low,16,16,32,37,-5,On Time,13,Afternoon,1,Weekend,0.7749999999999999,Positive
Jharkhand,Ranchi,Kfc,Lalpur,Desserts & Beverages,Choco Lava Cake,119.0,3.6,14,1000113,13.05203,77.660562,10.39,Jam,27,86,113,72,41,Heavily Delayed,16,Evening,0,Weekday,0.65,Neutral
Delhi,New Delhi,Mcdonald'S,Rohini,Double Patty Burgers & Meals,Large EVM McSpicy Chicken® Double patty Burger,498.0,5.0,4,1000114,13.008351,77.620079,3.42,Low,36,16,52,54,-2,On Time,22,Night,0,Weekday,1.0,Positive
Telangana,Hyderabad,Kfc,Santosh nagar,Recommended,Indian Tandoori Roll Chicken Meal,419.0,3.5,25,1000115,13.067865,77.626383,11.92,High,39,66,105,90,15,Slightly Delayed,15,Afternoon,0,Weekday,0.625,Neutral
Uttar Pradesh,Lucknow,Wow! Momo,Jankipuram,Steam Momo,Veg Pahari Feast Steam Momo,139.0,4.4,6,1000116,13.050918,77.549293,13.92,Medium,19,59,78,78,0,On Time,13,Afternoon,1,Weekday,0.8500000000000001,Positive
Odisha,Bhubaneswar,Wow! Momo,CDA Sector 6,Burger Momo [Moburg],Cheesy Veggie Moburg,149.0,4.8,28,1000117,12.896643,77.588625,14.49,Jam,40,111,151,101,50,Heavily Delayed,17,Evening,0,Weekday,0.95,Positive
Bihar,Patna,N Chennai Express,Patliputra Colony,Uttapam,Mix Veg Uttapam,120.0,4.8,24,1000118,13.07314,77.473436,1.13,High,25,12,37,34,3,On Time,13,Afternoon,1,Weekend,0.95,Positive
Telangana,Hyderabad,Kfc,Kapil Tower,Recommended,Thai Spicy Roll & Popcorn Chicken Meal,319.0,2.3,4,1000119,12.984836,77.557205,14.41,Medium,28,68,96,89,7,Slightly Delayed,19,Evening,1,Weekday,0.32499999999999996,Negative
West Bengal,Kolkata,Wow! China,Nemai Bhawan,Starter,Chicken Lollypop,325.0,3.7,7,1000120,13.05186,77.658749,11.36,High,42,63,105,91,14,Slightly Delayed,13,Afternoon,1,Weekday,0.675,Neutral
Delhi,New Delhi,Hira Sweets,Indirapuram,Snacks And Bakery,Veg. Patty,28.76,3.8,179,1000121,13.074023,77.735965,2.18,Low,15,10,25,28,-3,On Time,14,Afternoon,1,Weekday,0.7,Neutral
Tamil Nadu,Chennai,Ranga Sai Andhra Tiffins,Navalur,Breads,Chapati (2 Pcs),65.62,3.7,199,1000122,12.929501,77.738919,6.81,Medium,25,33,58,56,2,On Time,8,Morning,0,Weekday,0.675,Neutral
Karnataka,Bengaluru,Olio - The Wood Fired Pizzeria,Whitefield,Recommended,Veggie Volcano Pizza,349.0,4.0,44,1000123,12.877513,77.616717,10.8,High,13,56,69,60,9,Slightly Delayed,16,Evening,0,Weekday,0.75,Positive
Meghalaya,Shillong,Trelly,Laban,Chicken Noodles,Chicken Wanton Soup Chow,230.0,4.1,19,1000124,12.906984,77.631987,14.39,Medium,18,59,77,79,-2,On Time,12,Afternoon,0,Weekend,0.7749999999999999,Positive
Rajasthan,Jaipur,Mcdonald'S,Civil Lines,Mccafe,Caramel Frappe,285.71,4.0,1,1000125,12.956777,77.505716,3.3,Low,34,16,50,51,-1,On Time,23,Night,0,Weekend,0.75,Positive
Maharashtra,Mumbai,Veg Sizzel'S,Vasant Vihar,Kulfi,Malai Kulfi,145.0,5.0,11,1000126,13.054504,77.658592,2.79,Medium,32,15,47,47,0,On Time,20,Night,1,Weekday,1.0,Positive
Maharashtra,Mumbai,Chetak Sweet Point,Airoli,Monsoon Specials,Kala Jamun [ Pack Of 4 Pcs ],200.0,4.8,29,1000127,13.065183,77.471198,7.61,Low,13,25,38,47,-9,Early,8,Morning,0,Weekday,0.95,Positive
Delhi,New Delhi,Domino'S Pizza,Pratap Vihar,Cheese Burst - 3 New Flavours,Double Cheese Margherita Cheese Burst,298.0,4.5,1,1000128,12.851738,77.535406,14.55,High,14,81,95,75,20,Heavily Delayed,16,Evening,0,Weekday,0.875,Positive
Jharkhand,Ranchi,Attitude Cafe And Restaurant Nxt,mesra,Warps N Sandwich,Veg Grilled Wrap,80.0,3.8,4,1000129,12.977687,77.650509,14.6,High,35,81,116,96,20,Heavily Delayed,12,Afternoon,0,Weekday,0.7,Neutral
Uttarakhand,Dehradun,Handi Punjab Ki,Hathibarkala Salwala,Handi Palak,Palak Keema (veg),209.0,3.8,18,1000130,12.954353,77.543093,4.19,High,36,28,64,57,7,Slightly Delayed,8,Morning,0,Weekday,0.7,Neutral
Karnataka,Bengaluru,Chinese Wok,Kengeri Satellite Town,Dessert,Choco Lava,99.0,4.6,17,1000131,12.905527,77.464954,5.47,High,13,33,46,39,7,Slightly Delayed,8,Morning,0,Weekday,0.8999999999999999,Positive
Tamil Nadu,Chennai,Sangeetha'S Desi Mane - Annanagar,Annanagar,Rice And Bowls,Mushroom Biriyani,344.0,4.7,69,1000132,12.879966,77.699561,13.71,Jam,30,107,137,88,49,Heavily Delayed,11,Afternoon,0,Weekday,0.925,Positive
Karnataka,Bengaluru,Olio - The Wood Fired Pizzeria,Whitefield,Pasta Lunch Box,Lunch Box - Pollo Di Arrabbiata Pasta,349.0,4.9,2,1000133,12.934404,77.543099,11.29,Medium,34,52,86,83,3,On Time,21,Night,1,Weekend,0.9750000000000001,Positive
Punjab,Chandigarh,Krishnaz,Jal Vayu Vihar,Breads,Onion Naan with Gravy,129.0,4.7,12,1000134,13.085727,77.468932,14.61,High,20,82,102,81,21,Heavily Delayed,8,Morning,0,Weekday,0.925,Positive
Tamil Nadu,Chennai,Copper Kitchen,Chromepet,Desserts,Choco Beauty,220.0,3.9,6,1000135,12.930801,77.472436,13.5,Jam,40,106,146,97,49,Heavily Delayed,18,Evening,0,Weekday,0.725,Neutral
Gujarat,Ahmedabad,Lunchbox - Meals And Thalis,Sola,Paratha Lunchbox,Palak Paneer & Paratha Lunchbox,259.0,4.3,40,1000136,12.979698,77.525528,4.01,Low,26,22,48,46,2,On Time,18,Evening,0,Weekday,0.825,Positive
Kerala,Kochi,The Belgian Waffle Co.,Ravipuram,Recommended,Mini Waffle Box of 6 - Chocoholic's,525.0,5.0,5,1000137,13.025755,77.503405,11.64,High,16,64,80,66,14,Slightly Delayed,19,Evening,1,Weekday,1.0,Positive
Tamil Nadu,Chennai,Dou,Nungambakkam,Small Plates,Chicken Souvlaki Tacos,525.0,5.0,2,1000138,12.940907,77.68229,1.68,High,36,14,50,47,3,On Time,16,Evening,0,Weekend,1.0,Positive
Karnataka,Bengaluru,Subway,Yelahanka,Recommended,Cheesy Potato Delight Sandwich (10cm) + Coffee + Hashbrown,339.0,3.8,2,1000139,13.092946,77.546505,12.45,Medium,22,56,78,75,3,On Time,11,Afternoon,0,Weekend,0.7,Neutral
Uttar Pradesh,Lucknow,Lunchbox - Meals And Thalis,Aliganj,All Day Breakfast Box,Double Omelette & Wedges with Masala Bread,199.0,4.3,2,1000140,13.090612,77.691409,9.42,High,40,53,93,81,12,Slightly Delayed,16,Evening,0,Weekday,0.825,Positive
Haryana,Gurgaon,Domino'S Pizza,Vasant Kunj,Loaded Pizza,Veggie Paradise Pizza,279.0,4.7,90,1000141,12.912946,77.502154,14.39,High,13,77,90,74,16,Heavily Delayed,8,Morning,0,Weekday,0.925,Positive
Karnataka,Bengaluru,Itc Master Chef Creations,Yelhanka,Beverages,Alphonso Mango  Milkshake,297.0,4.7,3,1000142,12.974312,77.597864,14.44,High,18,79,97,79,18,Heavily Delayed,8,Morning,0,Weekday,0.925,Positive
Goa,Panaji,Domino'S Pizza,Mapusa,Recommended,Spiced Double Chicken,345.0,3.8,3,1000143,12.92522,77.656411,1.71,Low,39,10,49,50,-1,On Time,18,Evening,0,Weekday,0.7,Neutral
Telangana,Hyderabad,Mcdonald'S,Pocharam,Burgers & Wraps,McChicken Burger,152.0,4.3,507,1000144,12.92121,77.645597,3.25,Low,33,10,43,50,-7,Early,15,Afternoon,0,Weekday,0.825,Positive
Rajasthan,Jaipur,Shree Agarwal Caterers,Vidhyadhar Nagar,Namkeen,Gathiya,65.0,4.2,136,1000145,12.859222,77.630339,7.78,Medium,13,37,50,48,2,On Time,10,Morning,0,Weekday,0.8,Positive
Gujarat,Ahmedabad,Veg Darbar By Behrouz Biryani,Prahlad Nagar,Recommended,Subz-e-Biryani (Dum Veg Biryani - Serves 1),379.0,4.5,10,1000146,13.002391,77.727446,13.31,Jam,12,103,115,68,47,Heavily Delayed,23,Night,0,Weekday,0.875,Positive
Maharashtra,Mumbai,Shiv Sagar Veg Restaurant,Thane West,Rice /Noodles Chopsuey,Singapore Noodles,355.0,4.2,10,1000147,12.97567,77.518558,12.4,Jam,38,95,133,91,42,Heavily Delayed,17,Evening,0,Weekday,0.8,Positive
Manipur,Imphal,Le Zara,Thangmeiband,Dessert,Rasmalai,150.0,3.7,59,1000148,12.86287,77.598116,14.5,High,30,81,111,91,20,Heavily Delayed,19,Evening,1,Weekday,0.675,Neutral
Maharashtra,Mumbai,Haldiram'S Sweets And Namkeen,Thane Hiranandani Estate,Burfee Collection,Orange Burfee,182.0,4.6,35,1000149,12.919662,77.715198,9.65,Medium,21,43,64,63,1,On Time,21,Night,1,Weekend,0.8999999999999999,Positive
Meghalaya,Shillong,Trelly,Laban,Appetizers Fish,Fish Finger ,390.0,4.7,30,1000150,13.077066,77.473368,4.59,Medium,27,24,51,49,2,On Time,12,Afternoon,0,Weekday,0.925,Positive
Tripura,Agartala,Momo Magic Cafe,Gurkhabasti,Recommended,Veg Fried Rice                        ,240.0,3.1,18,1000151,12.90989,77.466766,1.35,Medium,14,24,38,24,14,Slightly Delayed,11,Afternoon,0,Weekday,0.525,Neutral
Rajasthan,Jaipur,Burger Farm,Vidhyadhar Nagar,Wraps And Meals,Farm Spicy Paneer Wrap Meal,304.2,4.0,53,1000152,12.886224,77.519991,4.12,Low,32,17,49,53,-4,On Time,15,Afternoon,0,Weekend,0.75,Positive
Madhya Pradesh,Indore,Maa Ki Rasoi,Vijay Nagar,Chinese,Schezwan Rice,128.5,4.4,22,1000153,12.972363,77.639906,10.45,Medium,26,45,71,71,0,On Time,19,Evening,1,Weekend,0.8500000000000001,Positive
Jammu and Kashmir,Srinagar,Cafe Parizaad,Rajbagh,Rolls,Special Single chicken roll,120.0,4.3,67,1000154,13.096413,77.527964,13.97,Jam,40,108,148,99,49,Heavily Delayed,15,Afternoon,0,Weekday,0.825,Positive
Rajasthan,Jaipur,Burger Farm,Jagatpura,Cheese Burst Burgers,Farm Spicy Paneer Cheese Burst,243.1,4.6,9,1000155,12.910514,77.507072,5.49,High,21,34,55,47,8,Slightly Delayed,10,Morning,0,Weekend,0.8999999999999999,Positive
Rajasthan,Jaipur,Cheesecake & Co.,Sindhi Camp,Cake,Gourmet Chocolate Truffle Cake,1100.0,3.3,1,1000156,13.018034,77.587641,13.26,Jam,31,111,142,87,55,Heavily Delayed,22,Night,0,Weekday,0.575,Neutral
Karnataka,Bengaluru,Sweet Truth - Cake And Desserts,Whitefield,Recommended,Blueberry Cheesecake,199.0,4.7,34,1000157,13.040405,77.634079,6.53,High,14,41,55,44,11,Slightly Delayed,23,Night,0,Weekday,0.925,Positive
Chhattisgarh,Raipur,Rasoi Thali,Civil Lines,Dal,Plain Dal,90.0,3.8,43,1000158,12.909409,77.524567,5.32,Medium,29,21,50,54,-4,On Time,16,Evening,0,Weekday,0.7,Neutral
Manipur,Imphal,Domino'S Pizza,Keishamthong,Big Big Pizza,Big Big 6in1 Pizza - Veg,1669.0,4.3,6,1000159,13.032054,77.540207,8.12,High,25,48,73,61,12,Slightly Delayed,13,Afternoon,1,Weekday,0.825,Positive
Manipur,Imphal,Pizza Hut,Keishamthong,Recommended,Chilli Paneer Sizzle,189.0,4.6,36,1000160,12.941946,77.634068,7.19,Medium,19,32,51,52,-1,On Time,11,Afternoon,0,Weekday,0.8999999999999999,Positive
Jharkhand,Ranchi,Kaveri'S,Ashok Nagar,Condiments,Fried Papad,46.0,5.0,5,1000161,13.008076,77.733722,13.79,Medium,21,57,78,79,-1,On Time,11,Afternoon,0,Weekend,1.0,Positive
Telangana,Hyderabad,Sri Varalakshmi Pure Veg Tiffins,Kondapur,Recommended,Ghee Karampodi Ragi Idli(3 Pieces),109.0,4.5,1,1000162,13.008382,77.652423,7.56,High,15,44,59,49,10,Slightly Delayed,15,Afternoon,0,Weekday,0.875,Positive
Jharkhand,Ranchi,Jashn The Restaurant,Purulia Road,Chinese Fried Rice,Chicken Mix Rice,269.0,4.4,93,1000163,12.983944,77.684871,4.88,High,32,28,60,56,4,On Time,11,Afternoon,0,Weekend,0.8500000000000001,Positive
Uttar Pradesh,Lucknow,Madhurima Veg,Ashiyana,Chinese Combo,Paneer Chilli & Veg. Noodles,345.0,4.3,45,1000164,12.872572,77.560043,12.8,Jam,34,100,134,88,46,Heavily Delayed,9,Morning,0,Weekday,0.825,Positive
Gujarat,Ahmedabad,Jayhind Sweets,Ghatlodia,Namkeen,Bhelpuri,105.0,5.0,6,1000165,13.058826,77.531676,14.98,High,30,82,112,93,19,Heavily Delayed,10,Morning,0,Weekend,1.0,Positive
Jammu and Kashmir,Srinagar,The Garage Cafe,Food Souk,Momos,Chicken Fried Momos [10 Pieces],229.0,4.2,487,1000166,12.930195,77.58628,10.07,High,28,55,83,72,11,Slightly Delayed,22,Night,0,Weekend,0.8,Positive
Bihar,Patna,Bikaner Elite,Sri Krishna Puri,Teej Special,Rasgulla Box,94.5,4.7,207,1000167,12.89663,77.69214,4.51,Low,43,17,60,65,-5,On Time,23,Night,0,Weekday,0.925,Positive
Delhi,New Delhi,Thalairaj Biryani,Indirapuram,Recommended,Pepper Mushroom Biryani (650 gms),349.0,4.6,220,1000168,12.860194,77.58689,4.34,Low,29,16,45,50,-5,On Time,22,Night,0,Weekday,0.8999999999999999,Positive
Delhi,New Delhi,Domino'S Pizza,Pratap Vihar,Pizza Mania,Classic,79.0,4.3,66,1000169,12.997723,77.704018,1.81,High,12,14,26,24,2,On Time,18,Evening,0,Weekday,0.825,Positive
Telangana,Hyderabad,Mcdonald'S,Pocharam,Coffee & Beverages (Hot And Cold),Iced Coffee with Hazelnut,226.0,4.5,1,1000170,13.019391,77.746632,2.08,Medium,16,10,26,29,-3,On Time,17,Evening,0,Weekend,0.875,Positive
Karnataka,Bengaluru,Itc Master Chef Creations,Doddathogur Village,All Day Snacks,Savory Samosa Dahi Chaat,297.0,3.9,41,1000171,12.854147,77.471608,13.81,Jam,12,110,122,70,52,Heavily Delayed,23,Night,0,Weekday,0.725,Neutral
Karnataka,Bengaluru,Pizza Hut,Banashankari,Non Veg Pizza,Chicken Sausage,259.0,5.0,8,1000172,12.978023,77.463623,2.35,Medium,13,18,31,27,4,On Time,17,Evening,0,Weekday,1.0,Positive
Telangana,Hyderabad,"Faasos - Wraps, Rolls & Shawarma",Narsingi,Pocket Friendly Rolls,Chipotle Potato Shots Wrap,169.0,4.4,6,1000173,12.906624,77.494877,7.78,High,43,44,87,78,9,Slightly Delayed,14,Afternoon,1,Weekend,0.8500000000000001,Positive
Tripura,Agartala,Frespresso,Ganaraj Chowmuhani,Sea Food Apprtizer,Fish And Chips    ,450.0,4.9,16,1000174,13.011293,77.565311,10.77,High,15,60,75,62,13,Slightly Delayed,9,Morning,0,Weekday,0.9750000000000001,Positive
Karnataka,Bengaluru,Big Bowl,Dasarahalli,Recommended,Chicken Fried Rice Bowl,309.0,4.2,133,1000175,12.893592,77.489313,12.9,High,30,71,101,85,16,Heavily Delayed,21,Night,1,Weekend,0.8,Positive
Tripura,Agartala,Momo Magic Cafe,Gurkhabasti,Pasta,Mixed Sauce Chicken Macaroni Pasta,280.0,4.1,347,1000176,13.022734,77.711199,3.4,Low,13,13,26,31,-5,On Time,9,Morning,0,Weekday,0.7749999999999999,Positive
Tripura,Agartala,Matkawala,Lal Bahadur,Thukpa,Chicken Thukpa  ,299.0,3.4,6,1000177,12.946684,77.456944,7.13,High,21,49,70,53,17,Heavily Delayed,21,Night,1,Weekday,0.6,Neutral
Goa,Panaji,Pizza Hut,Swatantra Path,Recommended,Classic Herbed Chicken & Capsicum,179.0,4.1,27,1000178,13.084182,77.544738,4.52,Low,30,19,49,52,-3,On Time,18,Evening,0,Weekday,0.7749999999999999,Positive
Karnataka,Bengaluru,Kfc,Rajarajeshwari Nagar,Rolls,Indian Tandoori Chicken Roll,139.0,3.6,17,1000179,12.88438,77.505408,4.58,High,43,31,74,65,9,Slightly Delayed,9,Morning,0,Weekday,0.65,Neutral
Haryana,Gurgaon,Olio - The Wood Fired Pizzeria,Lado Sarai,House Special Garlic Breads!,Italian Cheese Garlic Bread,249.0,4.5,12,1000180,12.935267,77.729462,5.25,High,16,32,48,41,7,Slightly Delayed,18,Evening,0,Weekday,0.875,Positive
Haryana,Gurgaon,Harish Bakery,Old Railway Road,"Namkeens, Wafers  & Chips",Hukum Mixture - 400 GM,93.75,4.3,1,1000181,12.878368,77.650844,9.22,High,30,54,84,70,14,Slightly Delayed,16,Evening,0,Weekend,0.825,Positive
Gujarat,Ahmedabad,Burger King,Palladium FC,Exclusive Deals (Save Upto 40%),"BK Chicken+Crunchy Chicken Nuggets(4pcs),",258.0,4.3,1,1000182,13.081173,77.723609,1.23,Low,34,10,44,43,1,On Time,19,Evening,1,Weekday,0.825,Positive
Manipur,Imphal,Tasty Tastes - Nagmapal,Nagamapal,Rolls,Paneer Roll (1 Pc),130.0,4.9,30,1000183,13.069335,77.741699,6.72,Medium,15,30,45,46,-1,On Time,12,Afternoon,0,Weekday,0.9750000000000001,Positive
Chhattisgarh,Raipur,Ramdev'S Khana Khazana,Shankar Nagar,Dal,Dal Makhani,210.0,4.3,3,1000184,12.914485,77.599129,3.62,Low,36,13,49,55,-6,Early,23,Night,0,Weekend,0.825,Positive
Tripura,Agartala,Shyamasree Restaurant,Battala,Main Course,Special Chicken Kosha,180.0,3.7,111,1000185,13.014996,77.520296,14.54,Jam,44,114,158,105,53,Heavily Delayed,18,Evening,0,Weekend,0.675,Neutral
Kerala,Kochi,Subway,MG Road,Recommended,Paneer Tikka Sandwich,287.38,4.5,28,1000186,13.054306,77.508119,9.16,High,10,53,63,50,13,Slightly Delayed,18,Evening,0,Weekday,0.875,Positive
Rajasthan,Jaipur,Sodhani Sweets And Namkeen,Gopalpura,Bengali Sweets,Pan Gilory,22.85,4.6,29,1000187,12.9888,77.516876,13.15,Medium,26,56,82,82,0,On Time,21,Night,1,Weekday,0.8999999999999999,Positive
Tamil Nadu,Chennai,Burger King,Chrompet,Recommended,Classic Family Feast for 4 - Veg,938.62,3.4,7,1000188,12.982413,77.662578,3.74,Low,14,31,45,33,12,Slightly Delayed,12,Afternoon,0,Weekday,0.6,Neutral
Maharashtra,Mumbai,Hola Pasta - Fresh Gourmet Pasta,Nerul,Veg Starters,Smoked Aloo Skewers [10 Pcs],199.0,4.2,1,1000189,12.910463,77.462134,12.34,Jam,41,100,141,94,47,Heavily Delayed,8,Morning,0,Weekend,0.8,Positive
Jammu and Kashmir,Srinagar,Krav,Natipora,Sides,Addon Fries And Soft Drink,115.0,4.9,20,1000190,12.873276,77.465408,6.81,Medium,27,30,57,58,-1,On Time,8,Morning,0,Weekday,0.9750000000000001,Positive
Chhattisgarh,Raipur,Theobroma,Shankar Nagar,Cupcakes,Red Velvet Cupcake [1 Piece],95.0,4.4,10,1000191,13.074304,77.632443,3.49,High,44,20,64,62,2,On Time,19,Evening,1,Weekday,0.8500000000000001,Positive
Karnataka,Bengaluru,Mcdonald'S,Peenya,Fries & Sides,Mustard Sauce,19.04,4.5,35,1000192,13.075105,77.642617,11.66,High,19,64,83,69,14,Slightly Delayed,9,Morning,0,Weekend,0.875,Positive
Karnataka,Bengaluru,Mcdonald'S,Yelahanka,Mcsaver Combos (2 Pc Meals),2 Cappuccino,233.33,4.2,1,1000193,13.008275,77.649579,11.67,Jam,11,92,103,61,42,Heavily Delayed,15,Afternoon,0,Weekday,0.8,Positive
Jammu and Kashmir,Srinagar,Cafe Ertugrul,Rambagh,Combo'S ( Save Extra Upto 30% Off),Chicken Kanti (b/l) Half +  Plain Naan 2 No + Salad + Water,430.0,3.7,4,1000194,12.934757,77.561564,14.94,High,27,79,106,90,16,Heavily Delayed,19,Evening,1,Weekend,0.675,Neutral
Karnataka,Bengaluru,Nandhana Palace,Mathikere- BELÂroad,Accompaniments,Salan,25.0,4.9,60,1000195,12.937302,77.691783,11.93,High,44,65,109,95,14,Slightly Delayed,22,Night,0,Weekend,0.9750000000000001,Positive
Karnataka,Bengaluru,Mcdonald'S,Bannerghatta Road,Burger Combos ( 3 Pc Meals ),McSpicy Chicken Burger Combo,364.0,4.9,9,1000196,13.031489,77.610087,3.03,Low,31,10,41,47,-6,Early,21,Night,1,Weekday,0.9750000000000001,Positive
Karnataka,Bengaluru,Chaayos Chai+Snacks=Relax,Electronic City,Recommended,Chilli Cheese Toast,209.0,4.6,47,1000197,13.074278,77.48164,5.52,High,14,33,47,40,7,Slightly Delayed,23,Night,0,Weekday,0.8999999999999999,Positive
Jharkhand,Ranchi,Kuppuswami,Kanke Road,Recommended,Green Peas Masala,170.0,4.9,10,1000198,13.071772,77.68913,7.32,Medium,33,31,64,66,-2,On Time,12,Afternoon,0,Weekend,0.9750000000000001,Positive
Odisha,Bhubaneswar,Cafe Coffee Day,Patrapada,Croissants Reloaded,Croissant,189.0,3.9,3,1000199,13.044969,77.73592,2.77,Medium,41,15,56,56,0,On Time,23,Night,0,Weekend,0.725,Neutral
Rajasthan,Jaipur,Domino'S Pizza,Jagatpura,5 Course Pizza Feast,5 Course Meal: Chicken Sausage Pizza,251.05,4.7,2,1000200,13.010508,77.468011,12.03,High,43,64,107,94,13,Slightly Delayed,13,Afternoon,1,Weekday,0.925,Positive
Karnataka,Bengaluru,Lunchbox - Meals And Thalis,Sarjapur Road Yamare,Recommended,Smoked Butter Chicken & Rice LunchBox,309.0,4.5,8,1000201,12.871035,77.567405,8.37,Jam,20,70,90,57,33,Heavily Delayed,13,Afternoon,1,Weekday,0.875,Positive
Uttar Pradesh,Lucknow,Mcdonald'S,Sushant Golf City,Deal Of The Day,McAloo Tikki Meal,234.0,4.4,47,1000202,12.890407,77.596255,14.22,Medium,19,59,78,79,-1,On Time,14,Afternoon,1,Weekday,0.8500000000000001,Positive
Mizoram,Aizawl,Pizza Hut,Aizwal,Veg Pizza,Corn & Cheese,219.0,3.7,15,1000203,13.074639,77.493941,9.25,Medium,32,39,71,73,-2,On Time,17,Evening,0,Weekday,0.675,Neutral
Tamil Nadu,Chennai,Ratna Cafe (Estd.1948),Kilpauk,Fresh Juices,Fresh Lime Juice,70.0,4.1,197,1000204,13.001607,77.710313,8.32,Medium,19,41,60,56,4,On Time,9,Morning,0,Weekday,0.7749999999999999,Positive
Meghalaya,Shillong,Long Jhon Silver'S,Polo,Soup,Chicken Hot And Sour Soup,130.0,3.9,32,1000205,12.852299,77.535245,2.0,Medium,16,16,32,28,4,On Time,13,Afternoon,1,Weekday,0.725,Neutral
Madhya Pradesh,Indore,Mccafe By Mcdonald'S,Bhawarkuan Main Road,Coffee & Beverages (Hot And Cold),Hot Chocolate (S),205.0,4.6,2,1000206,12.875368,77.684903,3.09,Low,22,15,37,39,-2,On Time,23,Night,0,Weekend,0.8999999999999999,Positive
Goa,Panaji,Mcdonald'S,Calangute,Mcsaver Combos (2 Pc Meals),McSaver Korean Chicken Surprise Burger,194.43,3.8,11,1000207,13.015875,77.651298,12.89,Medium,32,56,88,87,1,On Time,22,Night,0,Weekday,0.7,Neutral
Karnataka,Bengaluru,Nic Ice Creams,KENGERI UPANAGAR,100 Ml Ice Creams,Dryfruit Overload Ice Cream 100ml,88.98,4.7,17,1000208,12.851265,77.629414,14.87,Jam,20,114,134,82,52,Heavily Delayed,12,Afternoon,0,Weekday,0.925,Positive
West Bengal,Kolkata,Box8 - Desi Meals,Jessore Rd,Paratha Rolls,Cheese Burst Paneer Roll,249.0,4.6,1,1000209,12.890202,77.507643,6.81,Medium,44,33,77,75,2,On Time,14,Afternoon,1,Weekend,0.8999999999999999,Positive
Delhi,New Delhi,Bakingo,Dwarka,Recommended,Set of 2 Birthday Poster Chocolate Jar Cakes,329.0,3.5,26,1000210,12.987183,77.516211,12.34,High,17,68,85,70,15,Slightly Delayed,10,Morning,0,Weekday,0.625,Neutral
Karnataka,Bengaluru,Great Indian Khichdi By Eatfit,Yelahanka,Ala Carte,Bhindi Chana (360g),253.0,4.2,2,1000211,13.022974,77.464205,9.79,Medium,32,41,73,75,-2,On Time,11,Afternoon,0,Weekday,0.8,Positive
Kerala,Kochi,Samridhi At Kochi,Kaloor,Breakfast,"White Rice Puttu [Small, 2 Pieces]",40.0,4.6,7,1000212,13.01299,77.522214,14.43,High,16,78,94,77,17,Heavily Delayed,20,Night,1,Weekend,0.8999999999999999,Positive
Assam,Guwahati,Baskin Robbins - Ice Cream Desserts,Six Mile,Fruit Ice Creams,Very Berry Strawberry Ice Cream,75.0,4.2,33,1000213,12.906067,77.553633,4.33,Low,19,17,36,40,-4,On Time,20,Night,1,Weekday,0.8,Positive
Jharkhand,Ranchi,Gangaur Govindam,Khelgaon,Rice/Pulao/Biryani,Veg Dum Biryani,280.0,4.6,6,1000214,13.028045,77.699944,8.63,High,21,45,66,59,7,Slightly Delayed,11,Afternoon,0,Weekday,0.8999999999999999,Positive
Karnataka,Bengaluru,Lunchbox  Meals And Thalis,Rr Nagar,Paratha Lunchbox,Mutton Bhuna with Laccha Paratha,449.0,4.6,2,1000215,12.909312,77.559918,6.72,Medium,40,33,73,71,2,On Time,20,Night,1,Weekday,0.8999999999999999,Positive
Madhya Pradesh,Indore,Jain Mithai Bhandar (Jmb),Old Palasia,Breakfast Bestsellers,Poha                                     ,25.0,4.5,0,1000216,12.93135,77.676387,8.58,High,20,45,65,58,7,Slightly Delayed,18,Evening,0,Weekday,0.875,Positive
Madhya Pradesh,Indore,The Good Bowl,Sudama Nagar,Recommended,Mughlai Grilled Chicken Rice Bowl with Omelette,359.0,4.3,75,1000217,13.036623,77.581833,4.76,Low,35,23,58,58,0,On Time,19,Evening,1,Weekday,0.825,Positive
